query	target	evalue	bits	prob	alntmscore	qtmscore	ttmscore	lddt	qcov	tcov	qlen	tlen	batch
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q28559-F1-model_v6	2.427E-02	68	0.912	4.745E-01	4.241E-01	6.057E-02	4.121E-01	0.880	0.119	259	2346	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9PKC9-F1-model_v6	1.670E-02	67	0.900	4.416E-01	3.714E-01	3.034E-01	3.927E-01	0.884	0.664	259	324	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P34385-F1-model_v6	3.527E-02	67	0.900	5.126E-01	3.682E-01	1.755E-01	3.957E-01	0.703	0.293	259	608	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q5SWU9-F1-model_v6	2.749E-02	67	0.900	4.951E-01	4.179E-01	5.925E-02	3.923E-01	0.822	0.113	259	2345	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q823M8-F1-model_v6	2.926E-02	66	0.887	4.508E-01	3.801E-01	3.112E-01	4.132E-01	0.884	0.664	259	324	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q253Y8-F1-model_v6	2.281E-02	66	0.887	4.372E-01	3.698E-01	3.050E-01	4.061E-01	0.880	0.664	259	324	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P45315-F1-model_v6	4.817E-02	66	0.887	5.233E-01	3.825E-01	2.923E-01	4.042E-01	0.695	0.581	259	353	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q5NEV9-F1-model_v6	2.583E-02	65	0.872	4.470E-01	3.577E-01	3.028E-01	4.049E-01	0.849	0.641	259	315	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q13085-F1-model_v6	3.527E-02	65	0.872	4.684E-01	4.205E-01	6.018E-02	4.100E-01	0.880	0.119	259	2346	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9HCC0-F1-model_v6	2.013E-02	62	0.817	4.406E-01	3.197E-01	1.632E-01	3.495E-01	0.703	0.320	259	563	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q5SHG3-F1-model_v6	4.252E-02	61	0.795	4.480E-01	3.535E-01	2.958E-01	3.867E-01	0.842	0.633	259	316	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q13085-3-F1-model_v6	7.930E-02	61	0.795	4.965E-01	4.207E-01	6.080E-02	3.997E-01	0.822	0.116	259	2268	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P32874-F1-model_v6	8.439E-02	60	0.772	4.983E-01	4.371E-01	6.284E-02	4.000E-01	0.861	0.120	259	2273	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A6ZMR9-F1-model_v6	5.456E-02	60	0.772	4.733E-01	4.142E-01	6.007E-02	3.836E-01	0.861	0.120	259	2273	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q54J08-F1-model_v6	1.389E-01	60	0.772	5.395E-01	3.874E-01	5.038E-02	4.075E-01	0.699	0.095	259	2282	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9TTS3-F1-model_v6	5.127E-02	60	0.772	4.675E-01	4.126E-01	5.781E-02	3.838E-01	0.869	0.127	259	2346	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B3LM95-F1-model_v6	8.982E-02	59	0.747	4.959E-01	4.342E-01	6.246E-02	3.965E-01	0.861	0.120	259	2273	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-C7GRE4-F1-model_v6	8.439E-02	57	0.692	4.713E-01	4.141E-01	6.026E-02	3.852E-01	0.865	0.121	259	2273	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q28559-3-F1-model_v6	8.439E-02	57	0.692	4.599E-01	4.103E-01	5.840E-02	3.949E-01	0.880	0.117	259	2383	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8L770-F1-model_v6	4.817E-02	56	0.663	4.612E-01	3.214E-01	2.603E-01	3.327E-01	0.656	0.564	259	330	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8S6N5-F1-model_v6	2.019E-01	54	0.601	5.278E-01	4.009E-01	5.418E-02	3.848E-01	0.734	0.100	259	2267	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q13085-4-F1-model_v6	1.897E-01	54	0.601	4.677E-01	4.202E-01	5.928E-02	4.128E-01	0.880	0.117	259	2383	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q58890-F1-model_v6	2.757E-01	53	0.569	5.483E-01	3.548E-01	3.191E-01	3.760E-01	0.606	0.596	259	292	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-C8ZF72-F1-model_v6	2.149E-01	50	0.473	4.541E-01	4.128E-01	6.087E-02	3.772E-01	0.900	0.117	259	2273	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q13085-2-F1-model_v6	1.783E-01	50	0.473	4.413E-01	3.884E-01	5.751E-02	3.717E-01	0.861	0.112	259	2288	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-F4I1L3-F1-model_v6	1.479E-01	50	0.473	4.141E-01	3.867E-01	5.664E-02	3.874E-01	0.927	0.109	259	2355	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q38970-F1-model_v6	1.227E-01	49	0.442	4.109E-01	3.825E-01	5.837E-02	3.531E-01	0.923	0.121	259	2254	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q57601-F1-model_v6	4.265E-01	48	0.411	5.264E-01	3.443E-01	3.161E-01	3.714E-01	0.606	0.612	259	286	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q92HD4-F1-model_v6	2.025E+00	45	0.326	8.595E-01	1.517E-01	6.753E-01	3.267E-01	0.158	0.774	259	53	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q48513-F1-model_v6	2.934E-01	45	0.326	4.768E-01	1.955E-01	2.407E-01	3.202E-01	0.347	0.676	259	204	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B9FK36-F1-model_v6	1.578E+00	38	0.179	4.734E-01	4.069E-01	5.644E-02	3.881E-01	0.846	0.125	259	2327	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A6L2R5-F1-model_v6	1.788E+00	36	0.150	6.402E-01	1.476E-01	8.033E-02	2.712E-01	0.305	0.100	259	509	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P9WF30-F1-model_v6	4.265E-01	35	0.138	3.163E-01	2.171E-01	1.430E-01	3.223E-01	0.846	0.405	259	415	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P94523-F1-model_v6	4.277E+00	31	0.098	6.420E-01	1.478E-01	8.154E-02	2.852E-01	0.305	0.103	259	496	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1RTB8-F1-model_v6	3.132E+00	29	0.082	5.292E-01	1.419E-01	1.013E-01	2.762E-01	0.212	0.194	259	382	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P67448-F1-model_v6	1.156E+00	29	0.082	3.000E-01	2.039E-01	1.340E-01	3.190E-01	0.842	0.402	259	415	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P78820-F1-model_v6	1.020E+00	29	0.082	3.199E-01	2.806E-01	3.861E-02	2.924E-01	0.865	0.099	259	2280	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8REN3-F1-model_v6	1.578E+00	27	0.069	2.918E-01	1.927E-01	1.319E-01	3.164E-01	0.857	0.389	259	404	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A5U1F5-F1-model_v6	1.483E+00	27	0.069	2.869E-01	2.080E-01	1.367E-01	3.163E-01	0.830	0.434	259	415	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A0LZ81-F1-model_v6	7.040E+00	27	0.069	6.362E-01	1.469E-01	8.037E-02	2.840E-01	0.305	0.102	259	502	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P06710-F1-model_v6	2.025E+00	27	0.069	3.910E-01	1.365E-01	6.423E-02	2.688E-01	0.216	0.079	259	643	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P45026-F1-model_v6	6.216E+00	26	0.063	4.869E-01	1.512E-01	3.579E-01	3.281E-01	0.220	0.624	259	85	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q95X35-2-F1-model_v6	1.393E+00	26	0.063	3.524E-01	1.992E-01	2.228E-01	2.494E-01	0.502	0.531	259	224	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1UKL7-F1-model_v6	1.393E+00	26	0.063	2.923E-01	2.121E-01	1.412E-01	2.905E-01	0.830	0.438	259	411	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-C1AMA2-F1-model_v6	1.086E+00	26	0.063	2.503E-01	1.764E-01	1.189E-01	3.141E-01	0.846	0.405	259	415	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q6ADU9-F1-model_v6	1.393E+00	26	0.063	2.951E-01	2.141E-01	1.358E-01	2.945E-01	0.830	0.414	259	435	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q87FK3-F1-model_v6	7.493E+00	26	0.063	6.087E-01	1.435E-01	7.968E-02	2.768E-01	0.305	0.103	259	497	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B8EEN5-F1-model_v6	7.493E+00	26	0.063	6.297E-01	1.463E-01	8.049E-02	2.825E-01	0.305	0.102	259	500	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P33989-F1-model_v6	7.975E+00	25	0.057	4.903E-01	1.545E-01	3.700E-01	3.358E-01	0.208	0.651	259	83	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q1B4H2-F1-model_v6	1.393E+00	25	0.057	2.797E-01	2.033E-01	1.347E-01	2.893E-01	0.830	0.438	259	411	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1RJD6-F1-model_v6	9.614E+00	25	0.057	6.289E-01	1.463E-01	8.049E-02	2.822E-01	0.305	0.102	259	500	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q0HV71-F1-model_v6	9.033E+00	25	0.057	6.407E-01	1.472E-01	8.043E-02	2.705E-01	0.305	0.102	259	500	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q0HIR5-F1-model_v6	9.033E+00	25	0.057	6.388E-01	1.471E-01	8.039E-02	2.712E-01	0.305	0.102	259	500	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9RHG2-F1-model_v6	8.488E+00	25	0.057	6.399E-01	1.475E-01	8.090E-02	2.675E-01	0.305	0.102	259	501	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A0QT53-F1-model_v6	9.033E+00	25	0.057	6.409E-01	1.476E-01	8.096E-02	2.673E-01	0.305	0.102	259	501	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1SDP0-F1-model_v6	8.488E+00	25	0.057	6.377E-01	1.462E-01	8.080E-02	2.712E-01	0.305	0.102	259	502	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A0LW37-F1-model_v6	5.472E-01	24	0.051	1.915E-01	1.313E-01	8.713E-02	2.756E-01	0.846	0.404	259	416	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9S467-F1-model_v6	9.614E+00	24	0.051	6.151E-01	1.379E-01	7.789E-02	2.719E-01	0.305	0.103	259	496	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q21MP3-F1-model_v6	9.033E+00	24	0.051	6.168E-01	1.471E-01	8.082E-02	2.634E-01	0.313	0.106	259	500	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A4QCY8-F1-model_v6	1.680E+00	23	0.045	2.239E-01	1.579E-01	1.068E-01	3.111E-01	0.842	0.408	259	417	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8NRM3-F1-model_v6	2.943E+00	23	0.045	2.803E-01	1.926E-01	1.270E-01	3.262E-01	0.838	0.405	259	417	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P59567-F1-model_v6	4.552E+00	23	0.045	3.544E-01	1.557E-01	9.856E-02	3.070E-01	0.344	0.173	259	457	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q6G6B7-F1-model_v6	4.018E+00	23	0.045	5.870E-01	9.352E-02	3.186E-02	1.745E-01	0.120	0.035	259	802	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q95X35-F1-model_v6	5.840E+00	22	0.040	3.904E-01	2.139E-01	1.622E-01	2.894E-01	0.502	0.326	259	365	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A3Q4N2-F1-model_v6	2.441E+00	22	0.040	2.689E-01	1.957E-01	1.304E-01	2.895E-01	0.830	0.438	259	411	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-P73241-F1-model_v6	5.840E+00	21	0.034	5.922E-01	9.315E-02	3.414E-02	1.738E-01	0.120	0.038	259	745	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q974N6-F1-model_v6	2.294E+00	21	0.034	3.010E-01	8.843E-02	4.022E-02	2.159E-01	0.193	0.069	259	781	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-O27295-F1-model_v6	6.615E+00	20	0.029	3.804E-01	1.953E-01	2.035E-01	2.654E-01	0.471	0.474	259	247	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A3MWQ7-F1-model_v6	4.277E+00	20	0.029	2.987E-01	1.860E-01	1.364E-01	2.538E-01	0.614	0.353	259	382	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-B0RH22-F1-model_v6	3.132E+00	20	0.029	2.754E-01	1.942E-01	1.229E-01	2.591E-01	0.734	0.395	259	438	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q82IE7-F1-model_v6	4.018E+00	19	0.024	2.340E-01	1.720E-01	1.181E-01	2.876E-01	0.830	0.448	259	402	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q748Z4-F1-model_v6	9.033E+00	18	0.020	3.338E-01	1.266E-01	1.463E-01	2.619E-01	0.216	0.265	259	211	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-C6C191-F1-model_v6	8.488E+00	18	0.020	3.345E-01	1.240E-01	1.407E-01	2.547E-01	0.216	0.263	259	213	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q74MZ4-F1-model_v6	8.488E+00	18	0.020	3.547E-01	1.322E-01	1.446E-01	2.637E-01	0.216	0.235	259	230	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q83HE6-F1-model_v6	3.333E+00	17	0.016	1.808E-01	1.246E-01	9.451E-02	2.844E-01	0.853	0.411	259	404	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A1SFK7-F1-model_v6	9.614E+00	17	0.016	2.897E-01	1.953E-01	1.282E-01	3.049E-01	0.853	0.409	259	411	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A6ZW78-F1-model_v6	1.086E+00	17	0.016	1.427E-01	1.218E-01	8.644E-02	2.420E-01	0.768	0.451	259	452	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q8FQP1-F1-model_v6	6.615E+00	16	0.014	1.990E-01	1.412E-01	1.014E-01	2.998E-01	0.849	0.387	259	413	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-A8L188-F1-model_v6	5.156E+00	15	0.011	1.993E-01	1.316E-01	9.395E-02	2.363E-01	0.815	0.394	259	401	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q9FBM3-F1-model_v6	9.033E+00	15	0.011	2.093E-01	1.473E-01	1.103E-01	3.021E-01	0.849	0.381	259	402	batch001_barbun6h_20cpu
T1_Acidimicrobiaceae_bacterium__GCA_002698445.1_-_ASM269844v1__NZXV01000043.1__11__2024894_6	AF-Q47SR1-F1-model_v6	6.216E+00	15	0.011	1.963E-01	1.354E-01	9.458E-02	2.788E-01	0.853	0.414	259	406	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-Q24SP7-F1-model_v6	2.112E-38	1410	1.000	9.388E-01	8.431E-01	9.124E-01	7.479E-01	0.908	0.973	520	479	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-P0DX06-F1-model_v6	3.384E-31	1090	1.000	9.041E-01	8.275E-01	8.828E-01	6.890E-01	0.915	0.977	520	486	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-P0DX09-F1-model_v6	1.270E-30	1045	1.000	8.864E-01	7.969E-01	8.516E-01	6.686E-01	0.896	0.967	520	485	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-Q58195-F1-model_v6	2.402E-05	114	1.000	4.619E-01	3.039E-01	3.975E-01	3.102E-01	0.656	0.829	520	375	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-P9WND0-F1-model_v6	2.461E-03	95	0.998	5.927E-01	3.356E-01	5.602E-01	3.239E-01	0.552	0.936	520	280	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-Q7VBJ0-F1-model_v6	7.736E-04	95	0.998	5.139E-01	3.300E-01	4.749E-01	3.100E-01	0.696	0.907	520	332	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-P0A579-F1-model_v6	4.271E-03	94	0.998	6.098E-01	3.434E-01	5.742E-01	3.373E-01	0.552	0.936	520	280	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-A1JSN7-F1-model_v6	8.174E-04	90	0.996	4.710E-01	3.509E-01	3.753E-01	3.046E-01	0.752	0.765	520	481	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-Q12VH4-F1-model_v6	5.039E-03	84	0.991	5.609E-01	2.908E-01	5.283E-01	3.002E-01	0.558	0.931	520	247	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-Q5V145-F1-model_v6	1.694E-02	80	0.984	6.081E-01	2.989E-01	5.898E-01	3.155E-01	0.548	0.965	520	229	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-Q2YIQ6-F1-model_v6	2.358E-02	80	0.984	6.101E-01	3.357E-01	6.025E-01	3.356E-01	0.556	0.988	520	256	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-P0C119-F1-model_v6	1.790E-02	80	0.984	5.920E-01	3.263E-01	5.846E-01	3.291E-01	0.556	0.988	520	256	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-B2TGJ0-F1-model_v6	3.825E-03	78	0.978	5.005E-01	2.524E-01	4.333E-01	2.804E-01	0.504	0.828	520	267	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-P78055-F1-model_v6	1.217E-02	77	0.975	5.545E-01	2.513E-01	4.955E-01	3.006E-01	0.519	0.868	520	220	batch001_barbun6h_20cpu
T1_Acidiferrobacteraceae_bacterium__GCA_002686015.1_-_ASM268601v1__NYZW01000061.1__26__2024893_5	AF-B0R338-F1-model_v6	2.112E-02	76	0.971	6.018E-01	3.005E-01	5.943E-01	3.029E-01	0.554	0.987	520	226	batch001_barbun6h_20cpu
